region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 1,30,51,Married,9,118,Post-undergraduate degree,21,No,Female,2,No,No,No,No,6,0,0,0,0,201,0,0,0,0,No,No,No,No,No,No,No,No,No,1.86,,,,,4.77,Basic service,No
Zone 1,65,70,Married,9,115,High school degree,39,Yes,Female,2,Yes,No,Yes,Yes,27,26,0,43,34,1750,1630,0,2865,2214,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.29,3.26,,3.76,3.52,4.74,Total service,No
Zone 1,22,44,Married,19,37,College degree,1,No,Male,2,Yes,No,Yes,No,14,35,0,19,0,333,702,0,370,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.66,3.56,,2.92,,3.61,Plus service,No
Zone 1,60,53,Unmarried,32,93,Did not complete high school,28,No,Male,1,Yes,No,Yes,No,13,40,0,21,0,806,2494,0,1260,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.59,3.68,,3.04,,4.53,Plus service,No
Zone 2,19,32,Unmarried,12,71,College degree,5,No,Female,1,Yes,Yes,Yes,Yes,5,22,62,17,48,97,419,1143,275,928,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.66,3.07,4.13,2.83,3.87,4.26,Total service,Yes
Zone 3,18,25,Unmarried,4,26,High school degree,7,No,Female,3,Yes,No,Yes,No,3,28,0,31,0,50,531,0,540,0,No,No,No,No,No,No,No,Yes,No,1.19,3.31,,3.43,,3.26,Basic service,No
Zone 1,9,37,Married,10,14,College degree,5,No,Female,6,No,Yes,No,No,2,0,25,0,0,23,0,183,0,0,No,No,No,No,Yes,No,No,No,No,0.88,,3.23,,,2.64,Basic service,Yes
Zone 1,1,34,Married,6,18,Did not complete high school,0,No,Female,2,No,No,No,No,2,0,0,0,0,2,0,0,0,0,No,No,No,Yes,No,No,No,No,No,0.47,,,,,2.89,Basic service,Yes
Zone 3,10,28,Married,2,36,College degree,0,No,Female,3,Yes,Yes,No,Yes,6,20,27,0,23,68,175,239,0,205,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.84,2.98,3.31,,3.12,3.58,Total service,No
Zone 3,45,34,Married,14,43,College degree,0,No,Male,4,No,Yes,No,No,7,0,32,0,0,315,0,1446,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.88,,3.48,,,3.76,E-service,Yes
Zone 1,25,28,Married,6,41,College degree,4,No,Female,4,Yes,Yes,Yes,Yes,6,14,34,32,27,139,364,850,775,617,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1.76,2.66,3.52,3.45,3.28,3.71,Plus service,Yes
Zone 3,66,39,Unmarried,1,66,High school degree,15,No,Female,1,No,No,Yes,No,12,0,0,12,0,786,0,0,785,0,Yes,No,No,No,No,No,No,No,No,2.45,,,2.44,,4.19,E-service,No
Zone 1,27,67,Unmarried,1,33,College degree,19,Yes,Female,1,Yes,Yes,Yes,No,4,18,32,12,0,137,482,808,320,0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,1.28,2.88,3.48,2.48,,3.50,Plus service,Yes
Zone 1,19,41,Unmarried,5,53,College degree,6,No,Male,1,No,No,No,No,6,0,0,0,0,157,0,0,0,0,No,No,No,No,Yes,No,No,No,No,1.86,,,,,3.97,Basic service,No
Zone 2,17,41,Married,9,28,College degree,3,No,Male,6,No,No,Yes,No,2,0,0,10,0,27,0,0,140,0,No,No,No,No,Yes,Yes,No,No,No,0.59,,,2.30,,3.33,Basic service,No
Zone 2,16,36,Unmarried,13,58,College degree,4,No,Male,1,Yes,Yes,No,No,5,18,32,0,0,90,286,478,0,0,No,No,No,No,No,Yes,Yes,No,Yes,1.58,2.89,3.46,,,4.06,Basic service,No
Zone 1,8,42,Married,2,129,College degree,17,No,Female,3,No,No,No,No,6,0,0,0,0,64,0,0,0,0,No,No,No,Yes,No,No,No,Yes,Yes,1.81,,,,,4.86,Basic service,No
Zone 1,3,25,Unmarried,0,65,College degree,0,No,Female,1,No,Yes,Yes,No,3,0,34,11,0,6,0,48,5,0,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1.19,,3.53,2.42,,4.17,Total service,Yes
Zone 3,59,57,Unmarried,26,311,Some college,36,No,Female,1,No,No,Yes,No,29,0,0,8,0,1719,0,0,415,0,No,No,No,No,No,No,No,No,No,3.36,,,2.01,,5.74,Basic service,No
Zone 2,45,37,Unmarried,2,57,Some college,14,No,Female,1,No,Yes,No,No,11,0,25,0,0,509,0,1065,0,0,Yes,No,No,No,No,No,No,No,Yes,2.38,,3.22,,,4.04,E-service,No
Zone 1,66,62,Unmarried,31,47,High school degree,4,No,Female,1,Yes,No,Yes,No,34,21,0,20,0,2298,1425,0,1355,0,Yes,No,No,No,No,No,No,No,No,3.53,3.04,,3.00,,3.85,E-service,No
Zone 3,28,50,Married,7,25,Did not complete high school,3,No,Male,2,No,No,Yes,No,15,0,0,13,0,379,0,0,345,0,No,No,No,No,No,No,Yes,No,No,2.70,,,2.56,,3.22,Basic service,No
Zone 1,15,38,Married,11,46,Post-undergraduate degree,11,No,Male,3,No,No,No,No,4,0,0,0,0,56,0,0,0,0,No,No,No,No,Yes,No,No,No,No,1.35,,,,,3.83,Basic service,Yes
Zone 3,39,34,Married,10,51,Some college,13,No,Female,4,Yes,No,Yes,Yes,8,79,0,35,39,304,3105,0,1390,1408,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.07,4.37,,3.56,3.66,3.93,Total service,No
Zone 3,38,33,Unmarried,4,19,High school degree,5,No,Female,2,Yes,No,No,No,9,14,0,0,0,324,590,0,0,0,No,No,No,No,Yes,Yes,No,No,No,2.14,2.66,,,,2.94,Plus service,No
Zone 3,34,29,Unmarried,5,26,Some college,4,No,Female,2,No,Yes,No,No,7,0,26,0,0,195,0,781,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.91,,3.25,,,3.26,E-service,No
Zone 3,60,57,Married,18,72,Post-undergraduate degree,30,Yes,Male,2,Yes,Yes,Yes,Yes,20,29,50,21,56,1264,1807,3005,1140,3354,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.01,3.37,3.92,3.02,4.02,4.28,Total service,No
Zone 3,72,65,Married,33,71,Did not complete high school,41,Yes,Female,4,Yes,No,Yes,No,54,23,0,66,0,4037,1717,0,4585,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.98,3.11,,4.19,,4.26,Plus service,No
Zone 1,42,42,Married,9,41,High school degree,13,No,Male,8,Yes,No,No,No,15,29,0,0,0,597,1250,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,2.71,3.38,,,,3.71,Plus service,No
Zone 3,32,37,Unmarried,9,44,High school degree,7,No,Male,1,No,No,No,No,11,0,0,0,0,359,0,0,0,0,No,No,No,No,No,No,No,Yes,Yes,2.42,,,,,3.78,Basic service,No
Zone 3,48,50,Married,4,208,College degree,19,No,Female,2,Yes,Yes,Yes,Yes,13,23,43,12,41,653,1109,1914,570,1906,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.56,3.12,3.77,2.48,3.72,5.34,Total service,Yes
Zone 3,63,37,Married,1,45,College degree,9,No,Female,6,No,Yes,Yes,No,15,0,39,14,0,974,0,2383,820,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.70,,3.67,2.60,,3.81,E-service,No
Zone 3,45,27,Married,3,39,Some college,2,No,Male,4,No,No,No,No,13,0,0,0,0,584,0,0,0,0,Yes,No,No,No,No,No,Yes,No,No,2.60,,,,,3.66,E-service,No
Zone 2,68,42,Unmarried,16,89,College degree,12,No,Male,1,No,Yes,Yes,No,26,0,33,16,0,1760,0,2200,1020,0,Yes,No,No,Yes,No,No,No,No,Yes,3.24,,3.50,2.77,,4.49,E-service,No
Zone 1,6,29,Married,4,19,High school degree,5,No,Female,2,No,No,No,No,4,0,0,0,0,25,0,0,0,0,No,No,No,No,No,No,No,No,No,1.44,,,,,2.94,Basic service,No
Zone 1,68,57,Married,33,15,High school degree,0,No,Female,2,Yes,No,Yes,Yes,16,49,0,19,51,1120,3331,0,1320,3229,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.78,3.89,,2.93,3.92,2.71,Total service,Yes
Zone 3,72,68,Married,26,59,High school degree,36,Yes,Female,2,Yes,Yes,Yes,Yes,59,24,38,20,49,4219,1818,2707,1335,3402,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.07,3.18,3.64,3.01,3.89,4.08,Total service,No
Zone 3,53,38,Married,15,20,Some college,6,No,Female,4,No,No,Yes,Yes,12,0,0,11,20,547,0,0,545,1048,Yes,No,No,Yes,No,Yes,Yes,No,Yes,2.49,,,2.37,3.01,3.00,E-service,No
Zone 3,20,51,Married,11,27,College degree,6,No,Male,3,Yes,No,Yes,No,9,25,0,12,0,183,490,0,215,0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2.20,3.21,,2.44,,3.30,Plus service,No
Zone 2,70,35,Married,4,48,High school degree,9,No,Male,3,No,No,Yes,No,44,0,0,30,0,3041,0,0,2020,0,Yes,No,No,No,No,No,No,Yes,No,3.78,,,3.40,,3.87,E-service,No
Zone 3,32,47,Unmarried,25,135,High school degree,6,No,Female,1,No,No,No,No,11,0,0,0,0,353,0,0,0,0,No,No,No,Yes,No,No,No,No,No,2.35,,,,,4.91,Basic service,No
Zone 2,61,52,Married,23,19,Did not complete high school,0,No,Male,2,Yes,Yes,Yes,No,18,25,30,9,0,1038,1568,1758,570,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.90,3.21,3.40,2.22,,2.94,Plus service,Yes
Zone 1,24,25,Married,3,28,College degree,0,No,Male,3,No,Yes,Yes,Yes,11,0,40,25,23,267,0,920,530,534,Yes,No,Yes,Yes,No,No,No,No,Yes,2.36,,3.70,3.23,3.15,3.33,E-service,No
Zone 2,56,61,Married,14,12,Did not complete high school,16,Yes,Female,2,No,No,Yes,No,17,0,0,11,0,882,0,0,595,0,No,No,No,No,No,No,No,No,No,2.82,,,2.42,,2.48,Basic service,No
Zone 3,54,59,Unmarried,28,28,High school degree,15,No,Male,1,No,Yes,Yes,Yes,11,0,32,5,19,639,0,1718,290,894,Yes,No,No,Yes,Yes,No,No,Yes,No,2.37,,3.45,1.66,2.95,3.33,E-service,No
Zone 3,43,38,Married,7,18,Some college,8,No,Female,3,No,Yes,No,Yes,9,0,40,0,29,411,0,1759,0,1159,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2.24,,3.68,,3.38,2.89,Total service,No
Zone 1,19,35,Unmarried,7,58,Some college,5,No,Female,1,Yes,Yes,Yes,Yes,4,37,40,21,43,65,691,743,385,742,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.29,3.61,3.70,3.06,3.76,4.06,Total service,Yes
Zone 3,5,43,Unmarried,16,72,Some college,17,No,Female,1,Yes,No,Yes,No,6,16,0,7,0,24,62,0,25,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.71,2.76,,1.87,,4.28,Plus service,No
Zone 1,24,61,Married,6,112,College degree,3,No,Female,4,No,No,Yes,No,8,0,0,11,0,210,0,0,265,0,No,No,No,Yes,No,No,No,No,Yes,2.10,,,2.40,,4.72,Basic service,Yes
Zone 3,62,35,Married,2,28,High school degree,8,No,Female,2,No,No,Yes,No,18,0,0,19,0,1153,0,0,1150,0,Yes,No,No,No,No,No,No,No,No,2.92,,,2.94,,3.33,E-service,No
Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,11,No,Female,1,Yes,Yes,Yes,Yes,6,18,43,24,48,71,259,598,295,644,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86,2.89,3.76,3.17,3.86,5.99,Total service,Yes
Zone 3,60,48,Married,22,106,Some college,21,No,Female,3,Yes,No,Yes,Yes,13,44,0,17,70,761,2602,0,1050,4155,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.57,3.79,,2.83,4.24,4.66,Total service,No
Zone 2,30,74,Married,12,10,Did not complete high school,3,Yes,Female,2,Yes,No,Yes,No,7,30,0,17,0,225,906,0,585,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.98,3.41,,2.85,,2.30,Plus service,No
Zone 1,40,42,Married,16,108,Some college,17,No,Male,4,No,Yes,No,No,5,0,30,0,0,206,0,1151,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.60,,3.39,,,4.68,E-service,Yes
Zone 2,42,50,Married,17,85,High school degree,15,No,Female,4,No,No,Yes,No,14,0,0,12,0,568,0,0,485,0,No,No,No,No,No,No,No,No,No,2.66,,,2.44,,4.44,Basic service,No
Zone 1,20,34,Unmarried,14,51,Some college,9,No,Female,1,No,No,No,No,6,0,0,0,0,126,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,1.73,,,,,3.93,E-service,Yes
Zone 1,4,22,Married,1,22,High school degree,2,No,Female,3,No,No,Yes,No,2,0,0,24,0,8,0,0,85,0,No,No,No,No,Yes,No,Yes,Yes,No,0.81,,,3.16,,3.09,Plus service,No
Zone 2,44,49,Married,2,66,High school degree,8,No,Female,4,Yes,No,Yes,Yes,4,43,0,39,40,185,1980,0,1655,1656,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.45,3.77,,3.66,3.68,4.19,Total service,No
Zone 3,49,63,Unmarried,18,10,High school degree,2,Yes,Male,1,Yes,No,Yes,No,14,33,0,13,0,669,1625,0,615,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.63,3.50,,2.55,,2.30,Plus service,No
Zone 3,5,36,Married,2,34,Did not complete high school,4,No,Female,2,Yes,No,No,No,4,20,0,0,0,14,106,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,1.25,2.97,,,,3.53,Plus service,Yes
Zone 3,70,50,Married,29,67,Did not complete high school,22,No,Male,4,No,No,Yes,No,52,0,0,16,0,3438,0,0,1075,0,Yes,No,No,No,No,No,No,No,No,3.95,,,2.76,,4.20,E-service,No
Zone 1,30,57,Married,16,19,Did not complete high school,1,No,Male,4,No,No,Yes,No,7,0,0,9,0,200,0,0,285,0,No,No,No,No,No,No,No,No,No,1.98,,,2.14,,2.94,Basic service,Yes
Zone 2,28,48,Unmarried,20,128,College degree,4,No,Female,1,Yes,Yes,Yes,Yes,10,21,54,27,55,313,591,1481,710,1424,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.30,3.03,3.98,3.28,4.01,4.85,Total service,Yes
Zone 1,5,28,Married,3,39,Post-undergraduate degree,1,No,Male,6,Yes,Yes,Yes,Yes,5,24,45,17,33,31,132,184,60,106,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.55,3.19,3.80,2.80,3.48,3.66,Total service,No
Zone 2,27,35,Unmarried,12,56,Did not complete high school,3,No,Female,1,Yes,Yes,Yes,Yes,8,33,36,11,34,203,898,903,205,806,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.11,3.48,3.57,2.40,3.52,4.03,Total service,No
Zone 2,17,39,Unmarried,12,45,College degree,10,No,Female,1,No,Yes,No,No,9,0,29,0,0,133,0,450,0,0,No,No,No,No,No,No,No,No,Yes,2.16,,3.37,,,3.81,Basic service,Yes
Zone 1,4,37,Married,8,25,Did not complete high school,1,No,Female,5,No,No,No,No,3,0,0,0,0,9,0,0,0,0,No,No,No,No,No,No,No,No,No,0.92,,,,,3.22,Basic service,No
Zone 1,30,23,Married,0,24,High school degree,1,No,Female,4,Yes,No,No,No,13,23,0,0,0,397,636,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,No,2.59,3.11,,,,3.18,Plus service,No
Zone 3,71,40,Married,19,53,College degree,14,No,Female,2,Yes,No,Yes,Yes,10,40,0,28,38,782,2912,0,2030,2591,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.32,3.69,,3.32,3.65,3.97,Total service,No
Zone 3,67,77,Unmarried,55,49,Did not complete high school,45,Yes,Female,1,No,No,Yes,No,25,0,0,27,0,1692,0,0,1755,0,No,No,No,No,No,Yes,No,No,No,3.23,,,3.29,,3.89,Basic service,No
Zone 3,24,48,Married,3,38,Did not complete high school,16,No,Female,2,No,No,Yes,No,6,0,0,11,0,133,0,0,265,0,No,No,No,No,No,No,No,No,No,1.71,,,2.42,,3.64,Basic service,No
Zone 1,24,54,Married,7,84,Some college,10,No,Female,2,No,Yes,Yes,No,11,0,29,11,0,288,0,675,220,0,No,No,No,Yes,No,No,No,No,Yes,2.44,,3.36,2.35,,4.43,Basic service,Yes
Zone 2,59,54,Unmarried,32,126,Did not complete high school,22,No,Female,1,Yes,No,Yes,No,14,29,0,12,0,796,1625,0,660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.61,3.36,,2.46,,4.84,Plus service,No
Zone 3,59,32,Unmarried,9,73,College degree,5,No,Male,1,Yes,No,Yes,No,29,22,0,13,0,1727,1232,0,655,0,Yes,No,No,No,Yes,Yes,No,No,Yes,3.37,3.07,,2.55,,4.29,E-service,Yes
Zone 3,44,37,Married,1,41,College degree,8,No,Female,6,No,No,No,No,9,0,0,0,0,388,0,0,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.21,,,,,3.71,E-service,No
Zone 1,19,31,Married,0,22,College degree,2,No,Male,3,No,No,No,No,5,0,0,0,0,89,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.58,,,,,3.09,E-service,Yes
Zone 2,58,46,Married,23,23,Did not complete high school,2,No,Female,2,No,Yes,Yes,No,11,0,26,11,0,621,0,1471,625,0,No,No,No,Yes,No,No,No,No,No,2.41,,3.24,2.35,,3.14,Basic service,No
Zone 1,41,53,Married,22,94,High school degree,25,No,Male,2,No,No,Yes,No,13,0,0,12,0,488,0,0,500,0,Yes,No,No,No,No,No,No,Yes,No,2.54,,,2.46,,4.54,E-service,No
Zone 2,16,33,Unmarried,1,30,Some college,7,No,Male,4,Yes,Yes,Yes,Yes,9,21,41,18,41,139,282,634,265,595,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.22,3.04,3.72,2.88,3.71,3.40,Plus service,Yes
Zone 3,13,36,Unmarried,11,31,High school degree,0,No,Male,1,No,No,No,No,2,0,0,0,0,31,0,0,0,0,No,No,No,No,No,No,No,Yes,No,0.83,,,,,3.43,Basic service,Yes
Zone 1,60,53,Unmarried,22,171,Did not complete high school,37,No,Female,1,Yes,No,Yes,No,10,32,0,18,0,609,1972,0,1070,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.29,3.46,,2.89,,5.14,Plus service,No
Zone 2,72,49,Married,23,102,Did not complete high school,27,No,Female,6,No,No,Yes,No,41,0,0,33,0,3099,0,0,2345,0,Yes,No,No,No,No,No,No,No,No,3.72,,,3.50,,4.62,E-service,No
Zone 2,33,39,Unmarried,17,27,College degree,3,No,Female,1,Yes,Yes,Yes,Yes,10,22,42,9,62,295,680,1342,255,2020,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2.27,3.08,3.73,2.14,4.12,3.30,Total service,No
Zone 2,72,45,Married,25,98,College degree,20,No,Female,2,No,No,Yes,Yes,30,0,0,13,43,2183,0,0,900,2940,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.41,,,2.58,3.76,4.58,Total service,No
Zone 1,66,54,Married,8,591,College degree,25,No,Female,2,Yes,Yes,Yes,Yes,25,34,45,16,53,1636,2243,2816,1005,3539,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.22,3.53,3.81,2.77,3.97,6.38,Total service,No
Zone 3,53,37,Married,7,25,Did not complete high school,2,No,Female,6,Yes,No,Yes,No,5,52,0,34,0,292,2795,0,1660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.69,3.95,,3.53,,3.22,Plus service,No
Zone 2,22,28,Married,0,36,College degree,0,No,Male,4,Yes,Yes,Yes,Yes,10,22,40,10,43,221,480,857,175,883,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.27,3.07,3.69,2.25,3.76,3.58,Total service,No
Zone 2,14,26,Married,1,25,High school degree,0,No,Female,3,No,No,No,No,4,0,0,0,0,71,0,0,0,0,No,No,No,No,Yes,No,Yes,No,No,1.48,,,,,3.22,Plus service,No
Zone 1,52,49,Unmarried,18,69,High school degree,13,No,Female,2,No,No,Yes,Yes,18,0,0,19,35,893,0,0,935,1712,No,No,No,No,Yes,Yes,Yes,Yes,No,2.91,,,2.94,3.54,4.23,Plus service,No
Zone 3,33,30,Married,5,22,Did not complete high school,0,No,Male,2,Yes,No,Yes,Yes,6,34,0,37,30,211,1129,0,1215,947,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.71,3.52,,3.62,3.40,3.09,Plus service,No
Zone 3,72,66,Unmarried,26,67,High school degree,37,Yes,Female,1,Yes,No,Yes,No,39,65,0,40,0,2744,4748,0,2830,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.67,4.17,,3.68,,4.20,Plus service,No
Zone 1,40,40,Married,3,73,College degree,12,No,Female,4,No,No,Yes,Yes,10,0,0,14,27,377,0,0,555,1036,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.30,,,2.64,3.30,4.29,Plus service,Yes
Zone 2,29,26,Unmarried,1,22,College degree,2,No,Female,1,No,Yes,Yes,Yes,6,0,47,24,36,175,0,1266,710,966,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.81,,3.85,3.19,3.57,3.09,Total service,Yes
Zone 3,63,67,Unmarried,22,9,High school degree,12,Yes,Male,1,No,No,Yes,No,18,0,0,19,0,1140,0,0,1135,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.89,,,2.94,,2.20,Plus service,No
Zone 2,56,54,Unmarried,25,147,Some college,31,No,Female,1,Yes,Yes,Yes,Yes,13,25,39,24,34,763,1348,2108,1310,1849,Yes,No,Yes,Yes,Yes,No,No,No,Yes,2.54,3.20,3.66,3.19,3.53,4.99,E-service,No
Zone 3,60,50,Married,26,239,High school degree,19,No,Female,2,Yes,No,Yes,Yes,22,78,0,10,64,1377,4629,0,570,3756,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.07,4.35,,2.33,4.16,5.48,Total service,No
Zone 3,28,22,Married,3,23,Some college,1,No,Male,5,No,No,No,No,11,0,0,0,0,264,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,2.39,,,,,3.14,Basic service,No
Zone 2,39,39,Unmarried,19,29,College degree,6,No,Male,1,No,No,Yes,No,6,0,0,21,0,228,0,0,835,0,Yes,No,No,Yes,No,No,No,Yes,No,1.78,,,3.06,,3.37,E-service,No
Zone 3,65,39,Married,18,32,High school degree,15,No,Male,4,No,No,Yes,No,21,0,0,10,0,1433,0,0,585,0,No,No,No,No,Yes,No,Yes,No,No,3.05,,,2.28,,3.47,Plus service,No
Zone 3,29,31,Unmarried,7,30,Some college,7,No,Female,1,Yes,No,Yes,No,8,34,0,15,0,241,938,0,395,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.03,3.52,,2.67,,3.40,Plus service,No
Zone 3,28,36,Unmarried,8,57,High school degree,13,No,Female,2,Yes,No,Yes,No,10,22,0,17,0,273,608,0,435,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.26,3.08,,2.85,,4.04,Plus service,No
Zone 1,2,18,Unmarried,0,20,High school degree,0,No,Male,1,Yes,No,Yes,Yes,4,22,0,24,27,4,45,0,15,26,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.32,3.10,,3.16,3.30,3.00,Plus service,Yes
Zone 3,67,52,Unmarried,13,248,High school degree,20,No,Female,3,Yes,Yes,Yes,No,36,40,34,22,0,2369,2523,2171,1435,0,Yes,No,No,No,Yes,No,Yes,Yes,No,3.58,3.68,3.54,3.10,,5.51,Plus service,No
Zone 3,5,35,Married,9,59,Some college,8,No,Female,5,Yes,Yes,Yes,Yes,3,19,38,23,26,21,115,140,120,110,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1.13,2.92,3.63,3.12,3.27,4.08,Total service,No
Zone 3,48,35,Unmarried,10,24,High school degree,6,No,Male,1,Yes,No,Yes,No,17,43,0,29,0,874,2007,0,1270,0,No,No,No,No,Yes,No,Yes,Yes,No,2.83,3.76,,3.35,,3.18,Plus service,No
Zone 2,10,26,Married,4,25,Did not complete high school,4,No,Female,3,No,No,No,No,4,0,0,0,0,38,0,0,0,0,No,No,No,No,No,No,No,No,No,1.31,,,,,3.22,Basic service,No
Zone 2,17,28,Unmarried,3,37,Some college,2,No,Female,1,No,No,No,No,6,0,0,0,0,84,0,0,0,0,Yes,No,No,No,No,No,Yes,Yes,No,1.70,,,,,3.61,Plus service,Yes
Zone 1,21,24,Married,0,30,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,18,24,36,11,32,374,514,739,205,642,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.88,3.17,3.59,2.35,3.46,3.40,Total service,No
Zone 2,25,51,Unmarried,9,66,College degree,13,No,Male,2,Yes,Yes,Yes,Yes,6,16,48,31,35,141,416,1203,790,828,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86,2.79,3.87,3.43,3.54,4.19,Total service,No
Zone 3,44,31,Unmarried,8,16,Did not complete high school,3,No,Male,1,No,No,Yes,No,14,0,0,12,0,633,0,0,490,0,No,No,No,No,No,No,No,No,No,2.67,,,2.48,,2.77,Basic service,Yes
Zone 2,59,49,Unmarried,28,429,College degree,23,No,Female,2,Yes,Yes,Yes,Yes,10,24,43,16,43,592,1525,2445,885,2451,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,2.32,3.19,3.76,2.77,3.77,6.06,Total service,Yes
Zone 2,11,26,Unmarried,7,20,High school degree,4,No,Male,1,No,No,No,No,7,0,0,0,0,84,0,0,0,0,No,No,No,No,No,No,No,No,No,1.94,,,,,3.00,Basic service,No
Zone 2,50,68,Married,32,262,Some college,28,No,Male,2,Yes,Yes,Yes,Yes,12,21,41,18,25,601,994,2025,870,1217,No,No,No,Yes,Yes,No,Yes,Yes,Yes,2.52,3.02,3.71,2.90,3.22,5.57,Plus service,No
Zone 3,23,25,Married,2,28,Some college,1,No,Female,5,No,No,No,No,4,0,0,0,0,94,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.42,,,,,3.33,E-service,No
Zone 1,17,19,Unmarried,0,18,High school degree,0,No,Female,2,No,Yes,No,No,7,0,25,0,0,120,0,402,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.96,,3.22,,,2.89,E-service,Yes
Zone 1,15,62,Married,3,144,Some college,21,No,Male,2,Yes,No,Yes,Yes,5,16,0,32,34,81,238,0,490,446,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.66,2.74,,3.46,3.52,4.97,Plus service,No
Zone 2,68,57,Married,38,33,Did not complete high school,9,No,Female,2,No,No,Yes,No,14,0,0,19,0,901,0,0,1240,0,Yes,No,No,No,No,No,No,No,No,2.60,,,2.94,,3.50,E-service,No
Zone 1,69,42,Married,23,19,Some college,0,No,Female,2,No,Yes,Yes,No,26,0,37,19,0,1812,0,2631,1270,0,No,No,No,Yes,No,No,No,No,Yes,3.26,,3.61,2.93,,2.94,Basic service,No
Zone 1,30,24,Married,3,30,Did not complete high school,7,No,Female,5,No,No,No,No,7,0,0,0,0,172,0,0,0,0,No,No,No,No,No,No,No,No,No,1.91,,,,,3.40,Basic service,Yes
